Lykill;Póstnúmer;Heiti_nf;Heiti_thgf
23265;110;Hádegismóar;Hádegismóum
609;110;Heiðarás;Heiðarási
610;110;Heiðarbær;Heiðarbæ
23470;110;Helluvað;Helluvaði
23471;110;Hestavað;Hestavaði
611;110;Hestháls;Hesthálsi
612;110;Hitaveituvegur;Hitaveituvegi
613;110;Hlaðbær;Hlaðbæ
23472;110;Hólavað;Hólavaði
24636;110;Hólmur;Hólmi
23473;110;Hólmvað;Hólmvaði
614;110;Hraunbær;Hraunbæ
22393;110;Hvammur;Hvammi
775;110;Hyrjarhöfði;Hyrjarhöfða
21165;110;Höfðabakki;Höfðabakka
615;110;Járnháls;Járnhálsi
23753;110;Kambavað;Kambavaði
23190;110;Kistuhylur;Kistuhyl
616;110;Klapparás;Klapparási
617;110;Kleifarás;Kleifarási
23172;110;Klettháls;Kletthálsi
23475;110;Kólguvað;Kólguvaði
23476;110;Krókavað;Krókavaði
618;110;Krókháls;Krókhálsi
22759;110;Lambhóll;Lambhóli
619;110;Laxakvísl;Laxakvísl
23477;110;Lindarvað;Lindarvaði
23883;110;Litlaland;Litlalandi
620;110;Lyngháls;Lynghálsi
22686;110;Lynghóll;Lynghóli
621;110;Lækjarás;Lækjarási
23266;110;Lækjarvað;Lækjarvaði
622;110;Malarás;Malarási
788;110;Malarhöfði;Malarhöfða
623;110;Melbær;Melbæ
23479;110;Móvað;Móvaði
624;110;Mýrarás;Mýrarási
22335;110;Naustabryggja;Naustabryggju
625;110;Nethylur;Nethyl
626;110;Norðlingabraut;Norðlingabraut
23462;110;Norðlingavað;Norðlingavaði
627;110;Norðurás;Norðurási
628;110;Næfurás;Næfurási
629;110;Rafstöðvarvegur;Rafstöðvarvegi
23480;110;Rauðavað;Rauðavaði
630;110;Rauðás;Rauðási
22394;110;Rauðihvammur;Rauðahvammi
22348;110;Rauðihvammur v/ Suðurlandsveg;Rauðahvamm v/ Suðurlandsveg
23482;110;Reiðvað;Reiðvaði
631;110;Reyðarkvísl;Reyðarkvísl
632;110;Reykás;Reykási
633;110;Reynisvatnsvegur;Reynisvatnsvegi
634;110;Réttarháls;Réttarhálsi
635;110;Rofabær;Rofabæ
23474;110;Sandavað;Sandavaði
636;110;Seiðakvísl;Seiðakvísl
637;110;Selásblettur;Selásbletti
638;110;Selásbraut;Selásbraut
23483;110;Selvað;Selvaði
639;110;Silungakvísl;Silungakvísl
640;110;Sílakvísl;Sílakvísl
641;110;Skógarás;Skógarási
642;110;Skólabær;Skólabæ
23338;110;Smalaskáli;Smalaskála
21179;110;Smálandabraut;Smálandabraut
802;110;Smiðshöfði;Smiðshöfða
24868;110;Sólbrekka;Sólbrekku
24667;110;Sólheimar;Sólheimum
643;110;Stangarhylur;Stangarhyl
808;110;Stórhöfði;Stórhöfða
644;110;Stuðlaháls;Stuðlahálsi
645;110;Suðurás;Suðurási
24860;110;Suðurlandsbraut;Suðurlandsbraut
646;110;Suðurlandsvegur;Suðurlandsvegi
21249;110;Sunnuhlíð;Sunnuhlíð
25008;110;Surtlugata;Surtlugötu
812;110;Sævarhöfði;Sævarhöfða
22336;110;Tangabryggja;Tangabryggju
813;110;Tangarhöfði;Tangarhöfða
21260;110;Teigavegur;Teigavegi
24867;110;Tungufell;Tungufelli
647;110;Tunguháls;Tunguhálsi
648;110;Urriðakvísl;Urriðakvísl
23072;110;Úlfarfellsvegur;Úlfarfellsvegi
815;110;Vagnhöfði;Vagnhöfða
649;110;Vallarás;Vallarási
650;110;Vatnsendavegur;Vatnsendavegi
23813;110;Vatnsveituvegur;Vatnsveituvegi
651;110;Vesturás;Vesturási
652;110;Vesturlandsvegur;Vesturlandsvegi
653;110;Viðarás;Viðarási
822;110;Viðarhöfði;Viðarhöfða
654;110;Vindás;Vindási
24550;110;Víðivellir;Víðivöllum
655;110;Víkurás;Víkurási
656;110;Vorsabær;Vorsabæ
657;110;Ystibær;Ystabæ
658;110;Þingás;Þingási
23484;110;Þingvað;Þingvaði
825;110;Þórðarhöfði;Þórðarhöfða
659;110;Þverás;Þverási
660;110;Þykkvibær;Þykkvabæ
661;111;Arahólar;Arahólum
662;111;Asparfell;Asparfelli
663;111;Austurberg;Austurbergi
664;111;Álftahólar;Álftahólum
665;111;Blikahólar;Blikahólum
666;111;Depluhólar;Depluhólum
667;111;Drafnarfell;Drafnarfelli
668;111;Dúfnahólar;Dúfnahólum
669;111;Eddufell;Eddufelli
670;111;Erluhólar;Erluhólum
671;111;Fannarfell;Fannarfelli
672;111;Fýlshólar;Fýlshólum
673;111;Gaukshólar;Gaukshólum
674;111;Gerðuberg;Gerðubergi
675;111;Gyðufell;Gyðufelli
676;111;Hamraberg;Hamrabergi
677;111;Haukshólar;Haukshólum
678;111;Háberg;Hábergi
679;111;Heiðnaberg;Heiðnabergi
680;111;Hólaberg;Hólabergi
23135;111;Hólagarður;Hólagarði
681;111;Hrafnhólar;Hrafnhólum
682;111;Hraunberg;Hraunbergi
684;111;Iðufell;Iðufelli
685;111;Jórufell;Jórufelli
686;111;Keilufell;Keilufelli
687;111;Klapparberg;Klapparbergi
688;111;Kríuhólar;Kríuhólum
689;111;Krummahólar;Krummahólum
690;111;Kötlufell;Kötlufelli
691;111;Lágaberg;Lágabergi
692;111;Lóuhólar;Lóuhólum
693;111;Lundahólar;Lundahólum
694;111;Máshólar;Máshólum
695;111;Möðrufell;Möðrufelli
696;111;Neðstaberg;Neðstabergi
697;111;Norðurfell;Norðurfelli
698;111;Nönnufell;Nönnufelli
699;111;Orrahólar;Orrahólum
700;111;Rituhólar;Rituhólum
701;111;Rjúpufell;Rjúpufelli
702;111;Smyrilshólar;Smyrilshólum
703;111;Spóahólar;Spóahólum
704;111;Starrahólar;Starrahólum
705;111;Stelkshólar;Stelkshólum
706;111;Suðurfell;Suðurfelli
707;111;Suðurhólar;Suðurhólum
708;111;Súluhólar;Súluhólum
709;111;Torfufell;Torfufelli
710;111;Trönuhólar;Trönuhólum
711;111;Ugluhólar;Ugluhólum
712;111;Unufell;Unufelli
713;111;Urðarstekkur;Urðarstekk
714;111;Valshólar;Valshólum
715;111;Vatnsveituvegur;Vatnsveituvegi
716;111;Vesturberg;Vesturbergi
717;111;Vesturhólar;Vesturhólum
718;111;Völvufell;Völvufelli
719;111;Yrsufell;Yrsufelli
720;111;Þórufell;Þórufelli
721;111;Þrastarhólar;Þrastarhólum
722;111;Æsufell;Æsufelli
723;112;Austurfold;Austurfold
724;112;Álfaborgir;Álfaborgum
726;112;Bakkastaðir;Bakkastöðum
727;112;Barðastaðir;Barðastöðum
728;112;Baughús;Baughúsum
729;112;Berjarimi;Berjarima
731;112;Bláhamrar;Bláhömrum
24311;112;Blikastaðaveg;Blikastaðavegi
733;112;Breiðavík;Breiðuvík
734;112;Brekkuhús;Brekkuhúsum
735;112;Brúnastaðir;Brúnastöðum
736;112;Bæjarflöt;Bæjarflöt
737;112;Dalhús;Dalhúsum
738;112;Dísaborgir;Dísaborgum
739;112;Dofraborgir;Dofraborgum
740;112;Dvergaborgir;Dvergaborgum
741;112;Dverghamrar;Dverghömrum
743;112;Dyrhamrar;Dyrhömrum
746;112;Fannafold;Fannafold
747;112;Fífurimi;Fífurima
748;112;Fjallkonuvegur;Fjallkonuvegi
22662;112;Fjörgyn;Fjörgyn
749;112;Flétturimi;Flétturima
750;112;Fossaleynir;Fossaleyni
751;112;Frostafold;Frostafold
752;112;Fróðengi;Fróðengi
753;112;Funafold;Funafold
21274;112;Gagnvegur ;Gagnvegi 
755;112;Garðhús;Garðhúsum
756;112;Garðsstaðir;Garðsstöðum
757;112;Gautavík;Gautavík
758;112;Geithamrar;Geithömrum
759;112;Gerðhamrar;Gerðhömrum
760;112;Goðaborgir;Goðaborgum
761;112;Grasarimi;Grasarima
762;112;Grundarhús;Grundarhúsum
21277;112;Gufunes;Gufunesi
763;112;Gufunesvegur;Gufunesvegi
764;112;Gullengi;Gullengi
765;112;Gylfaflöt;Gylfaflöt
22462;112;Hamravík;Hamravík
767;112;Hesthamrar;Hesthömrum
768;112;Hlaðhamrar;Hlaðhömrum
769;112;Hlíðarhús;Hlíðarhúsum
771;112;Hrísrimi;Hrísrima
772;112;Hulduborgir;Hulduborgum
773;112;Hvannarimi;Hvannarima
774;112;Hverafold;Hverafold
777;112;Jöklafold;Jöklafold
778;112;Jötnaborgir;Jötnaborgum
21278;112;Keldnaholt;Keldnaholti
24450;112;Keldur;Keldum
779;112;Klukkurimi;Klukkurima
24250;112;Korputorg;Korputorgi
780;112;Korpúlfsstaðir;Korpúlfsstöðum
781;112;Krosshamrar;Krosshömrum
782;112;Langarimi;Langarima
783;112;Laufengi;Laufengi
784;112;Laufrimi;Laufrima
785;112;Leiðhamrar;Leiðhömrum
22337;112;Ljósavík;Ljósuvík
786;112;Logafold;Logafold
787;112;Lyngrimi;Lyngrima
789;112;Miðhús;Miðhúsum
790;112;Mosarimi;Mosarima
791;112;Mosavegur;Mosavegi
792;112;Mururimi;Mururima
22181;112;Neshamrar;Neshömrum
794;112;Rauðhamrar;Rauðhömrum
795;112;Reykjafold;Reykjafold
796;112;Reyrengi;Reyrengi
798;112;Rósarimi;Rósarima
799;112;Salthamrar;Salthömrum
801;112;Smárarimi;Smárarima
23450;112;Sóleyjarimi;Sóleyjarima
803;112;Sporhamrar;Sporhömrum
804;112;Spönginn;Spönginni
805;112;Stakkhamrar;Stakkhömrum
806;112;Stararimi;Stararima
807;112;Starengi;Starengi
809;112;Suðurhús;Suðurhúsum
810;112;Svarthamrar;Svarthömrum
811;112;Sveighús;Sveighúsum
23817;112;Thorsvegur;Thorsvegi
814;112;Tröllaborgir;Tröllaborgum
816;112;Vallarhús;Vallarhúsum
817;112;Vallengi;Vallengi
818;112;Vegghamrar;Vegghömrum
819;112;Veghús;Veghúsum
820;112;Vesturfold;Vesturfold
821;112;Vesturhús;Vesturhúsum
823;112;Viðarrimi;Viðarrima
22770;112;Vogafold;Vogafold
824;112;Vættaborgir;Vættaborgum
22706;112;Völundarhús;Völundarhúsum
826;112;Æsuborgir;Æsuborgum
22533;113;Akurholt;Akurholti
23089;113;Andrésbrunnur;Andrésbrunni
1927;113;Bassastaðir;Bassastöðum
23140;113;Birkihlíð;Birkihlíð
23092;113;Biskupsgata;Biskupsgötu
24245;113;Freyjubrunnur;Freyjubrunni
24059;113;Friggjarbrunnur;Friggjarbrunni
24090;113;Gefjunarbrunnur;Gefjunarbrunni
24461;113;Gerðarbrunnur;Gerðarbrunni
24513;113;Gissurargata;Gissurargötu
23357;113;Grafarholt;Grafarholti
22509;113;Grænlandsleið;Grænlandsleið
22507;113;Guðríðarstígur;Guðríðarstíg
22978;113;Gvendargeisli;Gvendargeisla
2028;113;Hamar;Hamri
24542;113;Haukdælabraut;Haukdælabraut
24353;113;Iðunnarbrunnur;Iðunnarbrunni
22514;113;Jónsgeisli;Jónsgeisla
23460;113;Kapellustígur;Kapellustíg
23090;113;Katrínarlind;Katrínarlind
22516;113;Kirkjustétt;Kirkjustétt
23088;113;Klausturstígur;Klausturstíg
22511;113;Kristnibraut;Kristnibraut
24569;113;Lambhagavegi;Lambhagavegur
22392;113;Lambhagi;Lambhaga
23814;113;Laxalón;Laxalóni
24276;113;Lofnarbrunnur;Lofnarbrunni
24247;113;Lundur;Lundi
22512;113;Maríubaugur;Maríubaugi
23091;113;Marteinslaug;Marteinslaug
22513;113;Ólafsgeisli;Ólafsgeisla
22831;113;Prestastígur;Prestastíg
24173;113;Sifjarbrunnur;Sifjarbrunni
24291;113;Sjafnarbrunnur;Sjafnarbrunni
22761;113;Skyggnir;Skyggni
24750;113;Skyggnisbraut;Skyggnisbraut
2188;113;Suðurhlíð;Suðurhlíð
24154;113;Urðarbrunnur;Urðarbrunni
24856;113;Úlfarfellsvegur;Úlfarfellsvegi
24100;113;Úlfarsbraut;Úlfarsbraut
2202;113;Úlfarsfell;Úlfarsfelli
2203;113;Úlfarsfell III;Úlfarsfelli III
24804;113;Úlffv.20 Birkihlíð;Úlffv.20 Birkihlíð
24857;113;Vesturlandsbraut;Vesturlandsbraut
22506;113;Vínlandsleið;Vínlandsleið
22510;113;Þjóðhildarstígur;Þjóðhildarstíg
22515;113;Þorláksgeisli;Þorláksgeisla
23093;113;Þórðarsveigur;Þórðarsveig
22508;113;Þúsöld;Þúsöld
21287;116;Arnarholt;Arnarholti
21289;116;Arnarhóll;Arnarhóli
23868;116;Álfsnes;Álfsnesi
21292;116;Árvellir;Árvöllum
21294;116;Bakki;Bakka
21295;116;Bergvík;Bergvík
22186;116;Blásteinar;Blásteinum
21298;116;Brautarholt;Brautarholti
827;116;Búagrund;Búagrund
24969;116;Dalbrekka;Dalbrekku
21300;116;Dalsmynni;Dalsmynni
21304;116;Dýjahlíð;Dýjahlíð
21305;116;Enni;Enni
21307;116;Esjuberg;Esjubergi
828;116;Esjugrund;Esjugrund
23171;116;Esjumelur;Esjumel
22208;116;Fastanefnd Austurríkis;Fastanefnd Austurríki
21309;116;Fitjakot;Fitjakoti
21311;116;Fitjar;Fitjum
21312;116;Furugrund;Furugrund
21314;116;Garður;Garði
21316;116;Gil;Gili
22198;116;Gimli;Gimli
21318;116;Grundarhóll;Grundarhóli
21325;116;Háagerði;Háagerði
22736;116;Helgugrund;Helgugrund
21330;116;Hjassi;Hjassa
21331;116;Hlíð;Hlíð
21336;116;Hofsbraut;Hofsbraut
22206;116;Hofsvík;Hofsvík
21340;116;Horn;Horni
2061;116;Hrafnhólar;Hrafnhólum
21342;116;Hvammur;Hvammi
22385;116;Jörfagrund;Jörfagrund
21344;116;Jörfi;Jörfa
22744;116;Kátakot;Kátakoti
24193;116;Kerhólar;Kerhólum
21346;116;Kirkjuland;Kirkjulandi
24133;116;Kistumelur;Kistumeli
22743;116;Klébergsskóli;Klébergsskóla
23702;116;Kolbeinsstaðir;Kolbeinsstöðum
23178;116;Kollafjörður;Kollafirði
24669;116;Kollagrund;Kollagrund
21347;116;Laufás;Laufási
23488;116;Laufbrekka ;Laufbrekku
21350;116;Leirur;Leirum
21351;116;Ljárdalur;Ljárdalur
21353;116;Lykkja;Lykkju
21356;116;Lyngás;Lyngási
22419;116;Lækjarmelur;Lækjarmel
21357;116;Melagerði;Melagerði
21361;116;Melar;Melum
21359;116;Melavellir;Melavöllum
21363;116;Móaberg;Móabergi
21370;116;Móar;Móum
21369;116;Mógilsá;Mógilsá
21372;116;Naustanes;Naustanesi
21373;116;Norðurgröf;Norðurgröf
21374;116;Norðurkot;Norðurkoti
24650;116;Norðurkot II;Norðurkoti II
21375;116;Pétursborg;Pétursborg
21376;116;Reynihvammur;Reynihvammi
22819;116;Saltvík;Saltvík
21378;116;Saurbær;Saurbæ
21379;116;Sigtún;Sigtúni
21380;116;Sjávarhólar;Sjávarhólum
21381;116;Skógarás;Skógarási
21383;116;Skrauthólar;Skrauthólum
21384;116;Skriða;Skriðu
24893;116;Spilda úr Lykkju;Spilda úr Lykkju
21386;116;Stardalur;Stardal
21389;116;Stekkur;Stekk
21391;116;Sætún;Sætúni
21393;116;Tindar;Tindum
21395;116;Útkot;Útkoti
24997;116;Útkot 2;Útkoti 2
829;116;Vallargrund;Vallargrund
21397;116;Vallá;Vallá
21398;116;Varmidalur;Varmadal
21407;116;Vellir;Völlum
21400;116;Vesturlandsbraut;Vesturlandsbraut
22207;116;Viðarás;Viðarási
21402;116;Vindheimar;Vindheimum
21404;116;Víðines;Víðinesi
830;116;Víkurgrund;Víkurgrund
21405;116;Vonarholt;Vonarholti
21410;116;Ytri-Tindstaðir;Ytri-Tindstöðum
21411;116;Þverárkot;Þverárkot
841;170;Austurströnd;Austurströnd
842;170;Bakkavör;Bakkavör
843;170;Barðaströnd;Barðaströnd
21476;170;Berg;Bergi
21478;170;Björk;Björk
844;170;Bollagarðar;Bollagörðum
845;170;Bygggarðar;Bygggörðum
846;170;Eiðismýri;Eiðismýri
847;170;Eiðistorg;Eiðistorgi
848;170;Fornaströnd;Fornuströnd
849;170;Grænamýri;Grænumýri
850;170;Hamarsgata;Hamarsgötu
851;170;Hofgarðar;Hofgörðum
24356;170;Hrólfsskálamelur;Hrólfsskálameli
852;170;Hrólfsskálavör;Hrólfsskálavör
21480;170;Hrólfsskáli;Hrólfsskála
21482;170;Íþróttamiðstöðin;Íþróttamiðstöðinni
853;170;Kirkjubraut;Kirkjubraut
854;170;Kolbeinsmýri;Kolbeinsmýri
855;170;Lambastaðabraut;Lambastaðabraut
856;170;Látraströnd;Látraströnd
857;170;Lindarbraut;Lindarbraut
858;170;Melabraut;Melabraut
859;170;Miðbraut;Miðbraut
860;170;Nesbali;Nesbala
861;170;Neströð;Neströð
862;170;Nesvegur;Nesvegi
863;170;Norðurströnd;Norðurströnd
21486;170;Ráðagerði;Ráðagerði
864;170;Sefgarðar;Sefgörðum
865;170;Selbraut;Selbraut
866;170;Seltjarnarnes;Seltjarnarnesi
21487;170;Skáli;Skála
867;170;Skerjabraut;Skerjabraut
868;170;Skólabraut;Skólabraut
869;170;Sólbraut;Sólbraut
870;170;Steinavör;Steinavör
871;170;Suðurmýri;Suðurmýri
872;170;Suðurströnd;Suðurströnd
22465;170;Sundlaug Seltjarnarnes;Sundlaug Seltjarnarnesi
873;170;Sæbraut;Sæbraut
874;170;Sævargarðar;Sævargörðum
875;170;Tjarnarból;Tjarnarbóli
876;170;Tjarnarmýri;Tjarnarmýri
877;170;Tjarnarstígur;Tjarnarstíg
878;170;Unnarbraut;Unnarbraut
879;170;Valhúsabraut;Valhúsabraut
880;170;Vallarbraut;Vallarbraut
881;170;Vesturströnd;Vesturströnd
882;170;Víkurströnd;Víkurströnd
883;190;Akurgerði;Akurgerði
884;190;Aragerði;Aragerði
885;190;Auðnir;Auðnum
886;190;Austurgata;Austurgötu
887;190;Austurkot;Austurkoti
888;190;Bergsstaðir;Bergsstöðum
889;190;Borg;Borg
890;190;Breiðagerði;Breiðagerði
891;190;Brekka;Brekku
892;190;Brekkugata;Brekkugötu
21495;190;Bræðrapartur;Bræðraparti
893;190;Efri-Brunnastaðir;Efri-Brunnastöðum
894;190;Egilsgata;Egilsgötu
895;190;Fagridalur;Fagradal
896;190;Garðhús;Garðhúsum
897;190;Hafnargata;Hafnargötu
898;190;Halakot;Halakoti
899;190;Hábær;Hábæ
23697;190;Heiðardalur;Heiðardal
900;190;Heiðargerði;Heiðargerði
901;190;Hellur;Hellum
903;190;Hof;Hofi
902;190;Hofgerði;Hofgerði
904;190;Hólagata;Hólagötu
23978;190;Hraunholt;Hraunholti
22729;190;Hvammsdalur;Hvammsdal
23030;190;Hvammsgata;Hvammsgötu
905;190;Hvammur;Hvammi
906;190;Hvassahraun;Hvassahrauni
907;190;Iðndalur;Iðndal
23539;190;Jónsvör;Jónsvör
908;190;Kálfatjörn;Kálfatjörn
909;190;Kirkjugerði;Kirkjugerði
910;190;Kirkjuvegur;Kirkjuvegi
911;190;Knarrarnes;Knarrarnesi
912;190;Landakot;Landakoti
913;190;Leirdalur;Leirdal
23711;190;Litlibær;Litlabæ
23632;190;Lyngdalur;Lyngdal
22921;190;Marargata;Marargötu
23733;190;Miðdalur;Miðdali
914;190;Minna-Knarrarnes;Minna-Knarrarnesi
915;190;Minni-Vatnsleysa;Minni-Vatnsleysu
916;190;Minnivogar;Minnivogum
23006;190;Mýrargata;Mýrargötu
21499;190;Narfakot;Narfakoti
917;190;Neðri-Brunnastaðir;Neðri-Brunnastöðum
918;190;Nesbú;Nesbúi
919;190;Skipholt;Skipholti
920;190;Skólatún;Skólatúni
921;190;Skólatún II;Skólatúni II
922;190;Smáratún;Smáratúni
923;190;Sólhagi;Sólhaga
24808;190;Stapavegur;Stapavegi
924;190;Stóra-Knarrarnes;Stóra-Knarrarnesi
925;190;Stóra-Vatnsleysa;Stóru-Vatnsleysu
926;190;Suðurgata;Suðurgötu
927;190;Sunnuhlíð;Sunnuhlíð
21502;190;Sunnuhvol;Sunnuhvoli
928;190;Sætún;Sætúni
929;190;Tjarnargata;Tjarnargötu
930;190;Traðarkot;Traðarkoti
931;190;Vatnsleysa;Vatnsleysu
932;190;Vatnsleysa II;Vatnsleysu II
933;190;Vatnsleysuströnd;Vatnsleysuströnd
934;190;Vogagerði;Vogagerði
936;190;Vogar;Vogum
935;190;Vogavík;Vogavík
937;190;Þórustaðir;Þórustöðum
938;190;Ægisgata;Ægisgötu
942;200;Aspargrund;Aspargrund
943;200;Auðbrekka;Auðbrekku
944;200;Austurgerði;Austurgerði
946;200;Álfabrekka;Álfabrekku
947;200;Álfaheiði;Álfaheiði
948;200;Álfatún;Álfatúni
949;200;Álfhólsvegur;Álfhólsvegi
950;200;Álftröð;Álftröð
951;200;Ásbraut;Ásbraut
952;200;Ástún;Ástúni
953;200;Bakkabraut;Bakkabraut
954;200;Bakkahjalli;Bakkahjalla
957;200;Birkigrund;Birkigrund
958;200;Birkihvammur;Birkihvammi
959;200;Bjarnhólastígur;Bjarnhólastíg
961;200;Blikahjalli;Blikahjalla
963;200;Borgarholtsbraut;Borgarholtsbraut
970;200;Brattatunga;Bröttutungu
964;200;Brekkuhjalli;Brekkuhjalla
967;200;Brekkutún;Brekkutúni
968;200;Bryggjuvör;Bryggjuvör
969;200;Bræðratunga;Bræðratungu
972;200;Bæjartún;Bæjartúni
973;200;Dalbrekka;Dalbrekku
975;200;Daltún;Daltúni
977;200;Digranesheiði;Digranesheiði
978;200;Digranesvegur;Digranesvegi
981;200;Efstihjalli;Efstahjalla
983;200;Engihjalli;Engihjalla
985;200;Eskihvammur;Eskihvammi
22623;200;Fagrabrekka;Fögrubrekku
987;200;Fagrihjalli;Fagrahjalla
24706;200;Fagrilundur;Fagrilundi
988;200;Fannborg;Fannborg
991;200;Fífuhjalli;Fífuhjalla
993;200;Fífuhvammsvegur;Fífuhvammsvegi
992;200;Fífuhvammur;Fífuhvammi
23392;200;Fossvogsbrún;Fossvogsbrún
1000;200;Furugrund;Furugrund
1001;200;Furuhjalli;Furuhjalla
1005;200;Gnitaheiði;Gnitaheiði
1006;200;Gnípuheiði;Gnípuheiði
1007;200;Grenigrund;Grenigrund
1013;200;Grænatunga;Grænutungu
1012;200;Grænatún;Grænatúni
1011;200;Grænihjalli;Grænahjalla
1015;200;Hafnarbraut;Hafnarbraut
1017;200;Hamraborg;Hamraborg
1019;200;Hábraut;Hábraut
1020;200;Hátröð;Hátröð
1021;200;Hávegur;Hávegi
1022;200;Heiðarhjalli;Heiðarhjalla
1024;200;Helgubraut;Helgubraut
1025;200;Hjallabrekka;Hjallabrekku
1026;200;Hlaðbrekka;Hlaðbrekku
1027;200;Hlégerði;Hlégerði
1028;200;Hlíðarhjalli;Hlíðarhjalla
1029;200;Hlíðarhvammur;Hlíðarhvammi
1030;200;Hlíðarvegur;Hlíðarvegi
1033;200;Holtagerði;Holtagerði
1034;200;Hófgerði;Hófgerði
1035;200;Hólahjalli;Hólahjalla
1036;200;Hraunbraut;Hraunbraut
1037;200;Hrauntunga;Hrauntungu
1038;200;Huldubraut;Huldubraut
1040;200;Hvannhólmi;Hvannhólma
1047;200;Kastalagerði;Kastalagerði
1048;200;Kársnesbraut;Kársnesbraut
1049;200;Kjarrhólmi;Kjarrhólma
23896;200;Kópavogsbakki;Kópavogsbakka
24065;200;Kópavogsbarð;Kópavogsbarði
1052;200;Kópavogsbraut;Kópavogsbraut
24265;200;Kópavogstún;Kópavogstúni
1068;200;Langabrekka;Löngubrekku
1054;200;Laufbrekka;Laufbrekku
22652;200;Lindarhvammur;Lindarhvammi
1061;200;Litlavör;Litluvör
1060;200;Litlihjalli;Litlahjalla
1063;200;Lundarbrekka;Lundarbrekku
22412;200;Lundur;Lundi
22720;200;Lundur I;Lundi I
22721;200;Lundur II;Lundi II
22722;200;Lundur III;Lundi III
1064;200;Lyngbrekka;Lyngbrekku
1065;200;Lyngheiði;Lyngheiði
1066;200;Lækjarhjalli;Lækjarhjalla
1069;200;Marbakkabraut;Marbakkabraut
1070;200;Mánabraut;Mánabraut
1072;200;Meðalbraut;Meðalbraut
1073;200;Melaheiði;Melaheiði
1076;200;Melgerði;Melgerði
1077;200;Meltröð;Meltröð
22676;200;Melur;Meli
1079;200;Neðstatröð;Neðstutröð
1081;200;Nýbýlavegur;Nýbýlavegi
22418;200;Nýbýlavegur Lundur;Nýbýlavegi Lundi
21055;200;Nýi Lundur;Nýja Lundi
1082;200;Rauðihjalli;Rauðahjalla
1083;200;Reynigrund;Reynigrund
1084;200;Reynihvammur;Reynihvammi
1085;200;Selbrekka;Selbrekku
1086;200;Skálaheiði;Skálaheiði
1087;200;Skeljabrekka;Skeljabrekku
1088;200;Skemmuvegur;Skemmuvegi
1089;200;Skjólbraut;Skjólbraut
1090;200;Skógarhjalli;Skógarhjalla
1091;200;Skólagerði;Skólagerði
1092;200;Skólatröð;Skólatröð
1094;200;Smiðjuvegur;Smiðjuvegi
1095;200;Starhólmi;Starhólma
1096;200;Stórihjalli;Stórahjalla
1097;200;Suðurbraut;Suðurbraut
1098;200;Sunnubraut;Sunnubraut
1099;200;Sæbólsbraut;Sæbólsbraut
1100;200;Trönuhjalli;Trönuhjalla
1101;200;Tunguheiði;Tunguheiði
1102;200;Túnbrekka;Túnbrekku
1103;200;Urðarbraut;Urðarbraut
1104;200;Vallargerði;Vallargerði
1105;200;Vallartröð;Vallartröð
1106;200;Vallhólmi;Vallhólma
1108;200;Vesturvör;Vesturvör
1109;200;Víðigrund;Víðigrund
1110;200;Víðihvammur;Víðihvammi
1111;200;Víghólastígur;Víghólastíg
1112;200;Vogatunga;Vogatungu
1113;200;Þinghólsbraut;Þinghólsbraut
1114;200;Þverbrekka;Þverbrekku
939;201;Akralind;Akralind
940;201;Arnarsmári;Arnarsmára
